file,class,method,constructor,line,cbo,cboModified,fanin,fanout,wmc,rfc,loc,returnsQty,variablesQty,parametersQty,methodsInvokedQty,methodsInvokedLocalQty,methodsInvokedIndirectLocalQty,loopQty,comparisonsQty,tryCatchQty,parenthesizedExpsQty,stringLiteralsQty,numbersQty,assignmentsQty,mathOperationsQty,maxNestedBlocksQty,anonymousClassesQty,innerClassesQty,lambdasQty,uniqueWordsQty,modifiers,logStatementsQty,hasJavaDoc
D:\BilalModel\bilal\OOP\Ijaz\Intra\Android\app\src\main\java\app\intra\net\doh\Race.java,app.intra.net.doh.Race$Listener,onResult/1[int],FALSE,28,0,1,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,TRUE
D:\BilalModel\bilal\OOP\Ijaz\Intra\Android\app\src\main\java\app\intra\sys\CountryCode.java,app.intra.sys.CountryCode,getNetworkCountry/0,FALSE,47,1,2,2,0,1,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,FALSE
D:\BilalModel\bilal\OOP\Ijaz\Intra\Android\app\src\main\java\app\intra\sys\CountryCode.java,app.intra.sys.CountryCode,CountryCode/1[app.intra.sys.Context],TRUE,35,3,3,2,1,1,3,5,0,1,1,3,1,1,0,0,0,0,0,0,3,0,0,0,0,0,12,1,0,FALSE
D:\BilalModel\bilal\OOP\Ijaz\Intra\Android\app\src\main\java\app\intra\sys\CountryCode.java,app.intra.sys.CountryCode,countryFromSim/1[app.intra.sys.TelephonyManager],FALSE,51,4,2,1,1,5,7,22,4,7,1,7,0,0,0,1,1,0,9,2,7,0,2,0,0,0,23,10,0,FALSE
D:\BilalModel\bilal\OOP\Ijaz\Intra\Android\app\src\main\java\app\intra\sys\CountryCode.java,app.intra.sys.CountryCode,getDeviceCountry/0,FALSE,43,1,2,2,0,1,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,FALSE
D:\BilalModel\bilal\OOP\Ijaz\Intra\Android\app\src\main\java\app\intra\ui\MainActivity.java,app.intra.ui.MainActivity$Anonymous1,"onReceive/2[app.intra.ui.Context,app.intra.ui.Intent]",FALSE,116,4,3,0,3,3,7,8,0,0,2,7,0,0,0,0,0,0,0,0,0,0,1,0,0,0,14,1,0,FALSE
D:\BilalModel\bilal\OOP\Ijaz\Intra\Android\app\src\main\java\app\intra\ui\MainActivity.java,app.intra.ui.MainActivity$Anonymous2,onClick/1[app.intra.ui.View],FALSE,200,2,4,0,4,1,1,3,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,FALSE
D:\BilalModel\bilal\OOP\Ijaz\Intra\Android\app\src\main\java\app\intra\ui\RecyclerAdapter.java,app.intra.ui.RecyclerAdapter,add/1[app.intra.net.doh.Transaction],FALSE,422,2,2,1,1,1,2,4,0,0,1,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,11,1,0,TRUE
D:\BilalModel\bilal\OOP\Ijaz\Intra\Android\app\src\main\java\app\intra\ui\RecyclerAdapter.java,app.intra.ui.RecyclerAdapter,"onBindViewHolder/2[RecyclerView.ViewHolder,int]",FALSE,454,5,2,0,2,4,5,14,0,1,2,5,1,1,0,1,0,1,2,1,1,0,2,0,0,0,18,1,0,FALSE
D:\BilalModel\bilal\OOP\Ijaz\Intra\Android\app\src\main\java\app\intra\ui\RecyclerAdapter.java,app.intra.ui.RecyclerAdapter,getItem/1[int],FALSE,427,1,2,2,0,1,2,3,1,0,1,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,4,2,0,FALSE
D:\BilalModel\bilal\OOP\Ijaz\Intra\Android\app\src\main\java\app\intra\ui\RecyclerAdapter.java,app.intra.ui.RecyclerAdapter,getItemCount/0,FALSE,469,0,0,0,0,1,1,3,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,3,1,0,FALSE
D:\BilalModel\bilal\OOP\Ijaz\Intra\Android\app\src\main\java\app\intra\ui\RecyclerAdapter.java,app.intra.ui.RecyclerAdapter,reset/1[java.util.Queue<app.intra.net.doh.Transaction>],FALSE,407,2,3,2,1,3,3,12,0,0,1,3,0,0,1,1,0,0,0,0,1,0,2,0,0,0,20,1,0,TRUE
D:\BilalModel\bilal\OOP\Ijaz\Intra\Android\app\src\main\java\app\intra\ui\RecyclerAdapter.java,app.intra.ui.RecyclerAdapter,getItemViewType/1[int],FALSE,474,0,0,0,0,2,0,3,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,18,1,0,FALSE
D:\BilalModel\bilal\OOP\Ijaz\Intra\Android\app\src\main\java\app\intra\ui\RecyclerAdapter.java,app.intra.ui.RecyclerAdapter,activateCountryMap/0,FALSE,83,2,3,1,2,3,2,11,1,0,0,2,0,0,0,1,1,0,0,0,1,0,1,0,0,0,9,2,0,FALSE
D:\BilalModel\bilal\OOP\Ijaz\Intra\Android\app\src\main\java\app\intra\ui\RecyclerAdapter.java,app.intra.ui.RecyclerAdapter,"onCreateViewHolder/2[app.intra.ui.ViewGroup,int]",FALSE,432,7,3,0,3,3,8,16,2,4,2,8,0,0,0,2,0,0,1,0,4,0,1,0,0,0,29,1,0,FALSE
D:\BilalModel\bilal\OOP\Ijaz\Intra\Android\app\src\main\java\app\intra\ui\RecyclerAdapter.java,app.intra.ui.RecyclerAdapter,RecyclerAdapter/1[app.intra.ui.MainActivity],TRUE,74,1,1,1,0,1,2,6,0,0,1,2,0,0,0,0,0,0,0,0,3,0,0,0,0,0,8,0,0,FALSE
D:\BilalModel\bilal\OOP\Ijaz\Intra\Android\app\src\main\java\app\intra\ui\MainActivity.java,app.intra.ui.MainActivity$Anonymous3,onNavigationItemSelected/1[app.intra.ui.MenuItem],FALSE,209,2,2,0,2,8,3,25,7,0,1,3,0,0,0,0,0,0,4,0,0,0,1,0,0,0,15,1,0,FALSE
D:\BilalModel\bilal\OOP\Ijaz\Intra\Android\app\src\main\java\app\intra\ui\MainActivity.java,app.intra.ui.MainActivity$Anonymous4,"onCheckedChanged/2[app.intra.ui.CompoundButton,boolean]",FALSE,274,2,4,0,4,2,2,8,0,0,2,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,13,1,0,FALSE
