file,class,method,constructor,line,cbo,cboModified,fanin,fanout,wmc,rfc,loc,returnsQty,variablesQty,parametersQty,methodsInvokedQty,methodsInvokedLocalQty,methodsInvokedIndirectLocalQty,loopQty,comparisonsQty,tryCatchQty,parenthesizedExpsQty,stringLiteralsQty,numbersQty,assignmentsQty,mathOperationsQty,maxNestedBlocksQty,anonymousClassesQty,innerClassesQty,lambdasQty,uniqueWordsQty,modifiers,logStatementsQty,hasJavaDoc
D:\BilalModel\bilal\OOP\Ijaz\eclipse.jdt.ls\org.eclipse.jdt.ls.core\src\org\eclipse\jdt\ls\core\internal\javadoc\JavadocContentAccess2.java,org.eclipse.jdt.ls.core.internal.javadoc.JavadocContentAccess2,getHTMLContentFromSource/1[org.eclipse.jdt.ls.core.internal.javadoc.IJavaElement],FALSE,715,7,5,2,3,9,11,31,5,5,1,11,3,23,0,3,0,0,1,1,7,0,3,0,0,0,34,10,0,FALSE
D:\BilalModel\bilal\OOP\Ijaz\eclipse.jdt.ls\org.eclipse.jdt.ls.core\src\org\eclipse\jdt\ls\core\internal\javadoc\JavadocContentAccess2.java,org.eclipse.jdt.ls.core.internal.javadoc.JavadocContentAccess2,getReturnDescription/0,FALSE,1295,2,2,1,1,5,9,18,1,4,0,9,1,11,1,1,0,0,0,2,8,0,3,0,0,0,20,0,0,FALSE
D:\BilalModel\bilal\OOP\Ijaz\eclipse.jdt.ls\org.eclipse.jdt.ls.core\src\org\eclipse\jdt\ls\core\internal\javadoc\JavadocContentAccess2.java,org.eclipse.jdt.ls.core.internal.javadoc.JavadocContentAccess2,"markSnippet/2[java.lang.String,boolean]",FALSE,1503,0,1,1,0,2,4,13,2,2,2,4,0,0,0,0,0,0,1,0,1,0,2,0,0,1,9,2,0,FALSE
D:\BilalModel\bilal\OOP\Ijaz\eclipse.jdt.ls\org.eclipse.jdt.ls.core\src\org\eclipse\jdt\ls\core\internal\javadoc\JavadocContentAccess2.java,org.eclipse.jdt.ls.core.internal.javadoc.JavadocContentAccess2,"inheritExceptionDescriptions/2[java.util.List<java.lang.String>,java.lang.CharSequence[]]",FALSE,1260,1,2,1,1,4,3,13,1,3,2,3,0,0,1,2,0,0,0,1,5,0,3,0,0,0,12,2,0,FALSE
D:\BilalModel\bilal\OOP\Ijaz\eclipse.jdt.ls\org.eclipse.jdt.ls.core\src\org\eclipse\jdt\ls\core\internal\javadoc\JavadocContentAccess2.java,org.eclipse.jdt.ls.core.internal.javadoc.JavadocContentAccess2,handleText/1[java.lang.String],FALSE,1522,1,3,2,1,2,2,8,0,0,1,2,1,1,0,1,0,0,0,1,0,0,1,0,0,0,8,2,0,FALSE
D:\BilalModel\bilal\OOP\Ijaz\eclipse.jdt.ls\org.eclipse.jdt.ls.core\src\org\eclipse\jdt\ls\core\internal\javadoc\JavadocContentAccess2.java,org.eclipse.jdt.ls.core.internal.javadoc.JavadocContentAccess2,getHTMLContent/1[org.eclipse.jdt.ls.core.internal.javadoc.IPackageFragment],FALSE,2229,2,2,0,2,1,2,4,1,1,1,2,2,25,0,0,0,0,0,0,1,0,0,0,0,0,46,9,0,TRUE
D:\BilalModel\bilal\OOP\Ijaz\eclipse.jdt.ls\org.eclipse.jdt.ls.core\src\org\eclipse\jdt\ls\core\internal\javadoc\JavadocContentAccess2.java,org.eclipse.jdt.ls.core.internal.javadoc.JavadocContentAccess2,handleThrowsTag/1[org.eclipse.jdt.ls.core.internal.javadoc.TagElement],FALSE,1937,2,3,1,2,3,6,11,0,2,1,6,2,11,0,0,0,0,0,5,2,0,2,0,0,0,14,2,0,FALSE
D:\BilalModel\bilal\OOP\Ijaz\eclipse.jdt.ls\org.eclipse.jdt.ls.core\src\org\eclipse\jdt\ls\core\internal\javadoc\JavadocContentAccess2.java,org.eclipse.jdt.ls.core.internal.javadoc.JavadocContentAccess2,findAttachedDocInHierarchy/1[org.eclipse.jdt.ls.core.internal.javadoc.IMethod],FALSE,912,5,3,1,2,1,4,25,1,3,1,4,0,0,0,0,0,0,0,0,3,0,0,1,0,0,53,10,0,TRUE
D:\BilalModel\bilal\OOP\Ijaz\eclipse.jdt.ls\org.eclipse.jdt.ls.core\src\org\eclipse\jdt\ls\core\internal\javadoc\JavadocContentAccess2.java,org.eclipse.jdt.ls.core.internal.javadoc.JavadocContentAccess2,getMarkdownContentReader/1[org.eclipse.jdt.ls.core.internal.javadoc.IJavaElement],FALSE,2584,4,4,1,3,2,2,10,2,2,1,2,1,25,0,0,1,0,0,0,2,0,1,0,0,0,18,9,0,FALSE
D:\BilalModel\bilal\OOP\Ijaz\eclipse.jdt.ls\org.eclipse.jdt.ls.core\src\org\eclipse\jdt\ls\core\internal\javadoc\JavadocContentAccess2.java,org.eclipse.jdt.ls.core.internal.javadoc.JavadocContentAccess2,removeDocLineIntros/1[java.lang.String],FALSE,1516,0,2,2,0,1,1,5,1,2,1,1,0,0,0,0,0,0,4,0,2,1,0,0,0,0,12,2,0,FALSE
D:\BilalModel\bilal\OOP\Ijaz\eclipse.jdt.ls\org.eclipse.jdt.ls.core\src\org\eclipse\jdt\ls\core\internal\javadoc\JavadocContentAccess2.java,org.eclipse.jdt.ls.core.internal.javadoc.JavadocContentAccess2,getFileContent/1[java.io.File],FALSE,2523,4,1,1,0,2,7,16,1,4,1,7,0,0,0,1,1,0,0,0,5,0,2,0,0,0,30,10,0,TRUE
D:\BilalModel\bilal\OOP\Ijaz\eclipse.jdt.ls\org.eclipse.jdt.ls.core\src\org\eclipse\jdt\ls\core\internal\javadoc\JavadocContentAccess2.java,org.eclipse.jdt.ls.core.internal.javadoc.JavadocContentAccess2,elementToHTML/0,FALSE,1010,6,19,1,18,52,38,142,0,46,0,38,16,17,1,12,0,2,2,24,50,0,8,0,0,0,78,2,0,FALSE
D:\BilalModel\bilal\OOP\Ijaz\eclipse.jdt.ls\org.eclipse.jdt.ls.core\src\org\eclipse\jdt\ls\core\internal\javadoc\JavadocContentAccess2.java,org.eclipse.jdt.ls.core.internal.javadoc.JavadocContentAccess2,getMainDescription/0,FALSE,1274,2,2,1,1,5,8,18,1,4,0,8,1,11,1,2,0,0,0,2,8,0,3,0,0,0,20,0,0,FALSE
D:\BilalModel\bilal\OOP\Ijaz\eclipse.jdt.ls\org.eclipse.jdt.ls.core\src\org\eclipse\jdt\ls\core\internal\javadoc\JavadocContentAccess2.java,org.eclipse.jdt.ls.core.internal.javadoc.JavadocContentAccess2,"getPackageJavadocNode/2[org.eclipse.jdt.ls.core.internal.javadoc.IJavaElement,java.lang.String]",FALSE,809,5,3,2,1,3,3,10,2,2,2,3,1,1,0,2,0,0,0,0,2,0,2,0,0,0,19,10,0,FALSE
D:\BilalModel\bilal\OOP\Ijaz\eclipse.jdt.ls\org.eclipse.jdt.ls.core\src\org\eclipse\jdt\ls\core\internal\javadoc\JavadocContentAccess2.java,org.eclipse.jdt.ls.core.internal.javadoc.JavadocContentAccess2,handleInlineTagElement/1[org.eclipse.jdt.ls.core.internal.javadoc.TagElement],FALSE,1564,2,10,1,9,21,16,50,1,10,1,16,9,10,0,0,0,0,4,0,10,1,1,0,0,0,28,2,0,FALSE
D:\BilalModel\bilal\OOP\Ijaz\eclipse.jdt.ls\org.eclipse.jdt.ls.core\src\org\eclipse\jdt\ls\core\internal\javadoc\JavadocContentAccess2.java,org.eclipse.jdt.ls.core.internal.javadoc.JavadocContentAccess2,handleBlockTagTitle/1[java.lang.String],FALSE,1896,0,5,5,0,1,1,5,0,0,1,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,6,2,0,FALSE
D:\BilalModel\bilal\OOP\Ijaz\eclipse.jdt.ls\org.eclipse.jdt.ls.core\src\org\eclipse\jdt\ls\core\internal\javadoc\JavadocContentAccess2.java,org.eclipse.jdt.ls.core.internal.javadoc.JavadocContentAccess2,initExceptionNames/0,FALSE,1205,0,1,1,0,4,5,15,2,3,0,5,0,0,1,1,1,0,0,1,3,0,3,0,0,0,12,2,0,FALSE
D:\BilalModel\bilal\OOP\Ijaz\eclipse.jdt.ls\org.eclipse.jdt.ls.core\src\org\eclipse\jdt\ls\core\internal\javadoc\JavadocContentAccess2.java,org.eclipse.jdt.ls.core.internal.javadoc.JavadocContentAccess2,handleLink/1[java.util.List<? extends org.eclipse.jdt.ls.core.internal.javadoc.ASTNode>],FALSE,2089,7,8,4,4,20,20,80,0,18,1,20,3,10,2,8,1,1,7,11,30,1,7,0,0,0,45,2,0,FALSE
D:\BilalModel\bilal\OOP\Ijaz\eclipse.jdt.ls\org.eclipse.jdt.ls.core\src\org\eclipse\jdt\ls\core\internal\javadoc\JavadocContentAccess2.java,org.eclipse.jdt.ls.core.internal.javadoc.JavadocContentAccess2,handleIndex/1[java.util.List<? extends org.eclipse.jdt.ls.core.internal.javadoc.ASTNode>],FALSE,2078,1,1,1,0,3,4,10,1,2,1,4,0,0,0,0,0,0,0,2,2,0,2,0,0,0,12,2,0,FALSE
D:\BilalModel\bilal\OOP\Ijaz\eclipse.jdt.ls\org.eclipse.jdt.ls.core\src\org\eclipse\jdt\ls\core\internal\javadoc\JavadocContentAccess2.java,org.eclipse.jdt.ls.core.internal.javadoc.JavadocContentAccess2,"handleExceptionTags/3[java.util.List<org.eclipse.jdt.ls.core.internal.javadoc.TagElement>,java.util.List<java.lang.String>,java.lang.CharSequence[]]",FALSE,1906,2,5,1,4,7,14,28,1,5,3,14,4,11,2,3,0,0,0,2,5,0,3,0,0,0,47,2,0,FALSE
D:\BilalModel\bilal\OOP\Ijaz\eclipse.jdt.ls\org.eclipse.jdt.ls.core\src\org\eclipse\jdt\ls\core\internal\javadoc\JavadocContentAccess2.java,org.eclipse.jdt.ls.core.internal.javadoc.JavadocContentAccess2,handleInvalidSnippet/1[org.eclipse.jdt.ls.core.internal.javadoc.TagElement],FALSE,2066,1,1,1,0,2,2,8,0,1,1,2,0,0,0,0,0,0,4,0,1,1,1,0,0,0,11,2,0,FALSE
D:\BilalModel\bilal\OOP\Ijaz\eclipse.jdt.ls\org.eclipse.jdt.ls.core\src\org\eclipse\jdt\ls\core\internal\javadoc\JavadocContentAccess2.java,org.eclipse.jdt.ls.core.internal.javadoc.JavadocContentAccess2,handleSnippet/1[org.eclipse.jdt.ls.core.internal.javadoc.TagElement],FALSE,2042,3,3,1,2,8,9,25,0,4,1,9,1,1,0,2,0,0,4,1,4,1,4,0,0,0,28,2,0,FALSE
D:\BilalModel\bilal\OOP\Ijaz\eclipse.jdt.ls\org.eclipse.jdt.ls.core\src\org\eclipse\jdt\ls\core\internal\javadoc\JavadocContentAccess2.java,org.eclipse.jdt.ls.core.internal.javadoc.JavadocContentAccess2,isWhitespaceTextElement/1[java.lang.Object],FALSE,2168,1,1,1,0,2,3,3,1,0,1,3,0,0,0,1,0,0,0,1,0,0,0,0,0,0,6,10,0,FALSE
D:\BilalModel\bilal\OOP\Ijaz\eclipse.jdt.ls\org.eclipse.jdt.ls.core\src\org\eclipse\jdt\ls\core\internal\javadoc\JavadocContentAccess2.java,org.eclipse.jdt.ls.core.internal.javadoc.JavadocContentAccess2,"getContentsFromInputStream/2[java.io.InputStream,java.lang.String]",FALSE,2438,1,2,2,0,5,4,26,1,5,2,4,0,0,1,1,2,0,0,5,7,1,3,0,0,0,24,10,0,FALSE
D:\BilalModel\bilal\OOP\Ijaz\eclipse.jdt.ls\org.eclipse.jdt.ls.core\src\org\eclipse\jdt\ls\core\internal\javadoc\JavadocContentAccess2.java,org.eclipse.jdt.ls.core.internal.javadoc.JavadocContentAccess2,convertToHTMLContentWithWhitespace/1[java.lang.String],FALSE,2555,1,2,1,1,1,1,7,1,0,1,1,1,1,0,0,0,0,6,0,4,1,0,0,0,0,51,9,0,TRUE
